,cy,yyyymmddhh,latns,lonew,mslp,vmax,rmax,ty,fyyyymmddhh,ftech,ftau,fverftime,flatns,flonew,e_alongtrack,e_crosstrack,e_totalerror
3039,12,2012-09-10 12:00:00,36.4,-60.8,980,33.4389,148,HU,2012-09-10 00:00:00,OFCL,12,2012-09-10 12:00:00,36.8,-60.8,40.1574,-19.1226,44.478
3040,12,2012-09-11 00:00:00,41.1,-58.6,970,33.4389,92,HU,2012-09-10 00:00:00,OFCL,24,2012-09-11 00:00:00,41.3,-58.2,38.4873,31.4896,49.7279
3041,12,2012-09-10 06:00:00,35.1,-61.6,985,30.8667,148,TS,2012-09-10 06:00:00,OFCL,0,2012-09-10 06:00:00,35.1,-61.6,0.0,0.0,0.0
3042,12,2012-09-10 18:00:00,38.5,-59.8,975,33.4389,148,HU,2012-09-10 06:00:00,OFCL,12,2012-09-10 18:00:00,38.8,-59.8,30.2881,-13.9791,33.3585
3043,12,2012-09-11 06:00:00,44.0,-57.3,968,33.4389,185,HU,2012-09-10 06:00:00,OFCL,24,2012-09-11 06:00:00,44.5,-56.8,76.8998,16.3885,78.6267
3044,12,2012-09-10 12:00:00,36.4,-60.8,980,33.4389,148,HU,2012-09-10 12:00:00,OFCL,0,2012-09-10 12:00:00,36.4,-60.8,0.0,0.0,0.0
3045,12,2012-09-11 00:00:00,41.1,-58.6,970,33.4389,92,HU,2012-09-10 12:00:00,OFCL,12,2012-09-11 00:00:00,41.4,-58.5,34.9884,-3.49884,35.1629
3046,12,2012-09-10 18:00:00,38.5,-59.8,975,33.4389,148,HU,2012-09-10 18:00:00,OFCL,0,2012-09-10 18:00:00,38.5,-59.8,0.0,0.0,0.0
3047,12,2012-09-11 06:00:00,44.0,-57.3,968,33.4389,185,HU,2012-09-10 18:00:00,OFCL,12,2012-09-11 06:00:00,44.4,-56.8,67.5709,22.4396,71.1995
3048,12,2012-09-11 00:00:00,41.1,-58.6,970,33.4389,92,HU,2012-09-11 00:00:00,OFCL,0,2012-09-11 00:00:00,41.1,-58.5,4.54849,10.1466,11.1195
3049,12,2012-09-11 06:00:00,44.0,-57.3,968,33.4389,185,HU,2012-09-11 06:00:00,OFCL,0,2012-09-11 06:00:00,44.0,-57.3,0.0,0.0,0.0
3050,13,2012-09-04 06:00:00,26.2,-43.0,1009,18.0056,27,TS,2012-09-03 18:00:00,OFCL,12,2012-09-04 06:00:00,25.8,-42.9,-39.3133,-23.588,45.8468
3051,13,2012-09-04 18:00:00,27.1,-43.7,1006,23.15,27,TS,2012-09-03 18:00:00,OFCL,24,2012-09-04 18:00:00,26.4,-43.7,-73.8421,-24.614,77.8364
3052,13,2012-09-05 06:00:00,27.8,-43.8,1005,23.15,37,TS,2012-09-03 18:00:00,OFCL,36,2012-09-05 06:00:00,27.3,-44.3,-77.8364,-11.1195,78.6267
3053,13,2012-09-05 18:00:00,28.6,-43.1,992,33.4389,18,HU,2012-09-03 18:00:00,OFCL,48,2012-09-05 18:00:00,28.0,-44.5,-163.238,-45.1509,169.367
3054,13,2012-09-06 18:00:00,30.3,-41.0,968,48.8722,27,HU,2012-09-03 18:00:00,OFCL,72,2012-09-06 18:00:00,28.5,-44.5,-382.415,-212.795,437.634
3055,13,2012-09-07 18:00:00,31.3,-41.2,973,43.7278,27,HU,2012-09-03 18:00:00,OFCL,96,2012-09-07 18:00:00,29.5,-44.5,117.94,-400.996,417.981
3056,13,2012-09-08 18:00:00,32.9,-42.1,972,46.3,18,HU,2012-09-03 18:00:00,OFCL,120,2012-09-08 18:00:00,30.5,-44.5,-119.347,-358.041,377.408
3057,13,2012-09-04 12:00:00,26.7,-43.5,1007,20.5778,27,TS,2012-09-04 00:00:00,OFCL,12,2012-09-04 12:00:00,26.3,-43.3,-49.7279,1.81188e-13,49.7279
3058,13,2012-09-05 00:00:00,27.4,-43.8,1005,23.15,27,TS,2012-09-04 00:00:00,OFCL,24,2012-09-05 00:00:00,27.0,-44.1,-44.478,-33.3585,55.5975
3059,13,2012-09-05 12:00:00,28.2,-43.5,1001,25.7222,37,TS,2012-09-04 00:00:00,OFCL,36,2012-09-05 12:00:00,27.8,-44.5,-110.077,-47.176,119.761
3060,13,2012-09-06 00:00:00,29.0,-42.6,981,41.1556,18,HU,2012-09-04 00:00:00,OFCL,48,2012-09-06 00:00:00,28.5,-44.3,-188.124,-58.5959,197.038
3061,13,2012-09-07 00:00:00,30.6,-40.8,970,46.3,27,HU,2012-09-04 00:00:00,OFCL,72,2012-09-07 00:00:00,29.5,-44.0,-122.314,-355.824,376.26
3062,13,2012-09-08 00:00:00,31.6,-41.5,977,41.1556,27,HU,2012-09-04 00:00:00,OFCL,96,2012-09-08 00:00:00,31.0,-44.0,64.6462,-278.476,285.881
3063,13,2012-09-04 06:00:00,26.2,-43.0,1009,18.0056,27,TS,2012-09-04 06:00:00,OFCL,0,2012-09-04 06:00:00,26.2,-43.1,7.86267,-7.86267,11.1195
3064,13,2012-09-04 18:00:00,27.1,-43.7,1006,23.15,27,TS,2012-09-04 06:00:00,OFCL,12,2012-09-04 18:00:00,26.9,-43.9,-14.0652,-28.1303,31.4507
3065,13,2012-09-05 06:00:00,27.8,-43.8,1005,23.15,37,TS,2012-09-04 06:00:00,OFCL,24,2012-09-05 06:00:00,27.6,-44.3,-51.1497,-31.1346,59.8803
3066,13,2012-09-05 18:00:00,28.6,-43.1,992,33.4389,18,HU,2012-09-04 06:00:00,OFCL,36,2012-09-05 18:00:00,28.3,-44.4,-133.716,-64.2532,148.353
3067,13,2012-09-06 06:00:00,29.4,-42.0,968,48.8722,18,HU,2012-09-04 06:00:00,OFCL,48,2012-09-06 06:00:00,28.8,-44.0,-213.556,-91.1171,232.182
3068,13,2012-09-07 06:00:00,30.9,-40.8,970,46.3,27,HU,2012-09-04 06:00:00,OFCL,72,2012-09-07 06:00:00,30.0,-43.5,141.528,-283.056,316.466
3069,13,2012-09-08 06:00:00,32.0,-41.7,978,41.1556,27,HU,2012-09-04 06:00:00,OFCL,96,2012-09-08 06:00:00,31.5,-44.5,89.5102,-303.34,316.271
3070,13,2012-09-09 06:00:00,33.6,-42.6,976,43.7278,18,HU,2012-09-04 06:00:00,OFCL,120,2012-09-09 06:00:00,33.0,-44.5,179.331,-130.103,221.554
3071,13,2012-09-10 06:00:00,33.4,-44.9,985,36.0111,27,HU,2012-09-04 06:00:00,OFCL,144,2012-09-10 06:00:00,34.5,-44.0,-71.1586,141.111,158.038
3072,13,2012-09-11 06:00:00,36.4,-47.8,994,28.2944,37,TS,2012-09-04 06:00:00,OFCL,168,2012-09-11 06:00:00,36.0,-42.0,27.0147,645.898,646.462
3073,13,2012-09-04 12:00:00,26.7,-43.5,1007,20.5778,27,TS,2012-09-04 12:00:00,OFCL,0,2012-09-04 12:00:00,26.8,-43.4,4.97279,14.9184,15.7253
3074,13,2012-09-05 00:00:00,27.4,-43.8,1005,23.15,27,TS,2012-09-04 12:00:00,OFCL,12,2012-09-05 00:00:00,27.7,-44.0,33.3585,-22.239,40.0919
3075,13,2012-09-05 12:00:00,28.2,-43.5,1001,25.7222,37,TS,2012-09-04 12:00:00,OFCL,24,2012-09-05 12:00:00,28.5,-44.2,-31.4507,-78.6267,84.6835
3076,13,2012-09-06 00:00:00,29.0,-42.6,981,41.1556,18,HU,2012-09-04 12:00:00,OFCL,36,2012-09-06 00:00:00,29.0,-44.0,-129.528,-86.3518,155.673
3077,13,2012-09-06 12:00:00,29.9,-41.4,964,51.4444,18,HU,2012-09-04 12:00:00,OFCL,48,2012-09-06 12:00:00,29.5,-43.5,-196.567,-133.665,237.708
3078,13,2012-09-07 12:00:00,31.1,-41.0,970,46.3,27,HU,2012-09-04 12:00:00,OFCL,72,2012-09-07 12:00:00,30.5,-43.4,141.528,-235.88,275.081
3079,13,2012-09-08 12:00:00,32.4,-41.9,975,43.7278,18,HU,2012-09-04 12:00:00,OFCL,96,2012-09-08 12:00:00,31.5,-43.5,-26.8429,-202.354,204.127
3080,13,2012-09-09 12:00:00,33.7,-42.9,976,43.7278,18,HU,2012-09-04 12:00:00,OFCL,120,2012-09-09 12:00:00,33.0,-44.5,177.912,-77.8364,194.194
3081,13,2012-09-10 12:00:00,33.6,-45.8,986,36.0111,27,HU,2012-09-04 12:00:00,OFCL,144,2012-09-10 12:00:00,34.5,-44.0,-166.767,149.212,223.775
3082,13,2012-09-11 12:00:00,38.2,-47.6,997,23.15,37,TS,2012-09-04 12:00:00,OFCL,168,2012-09-11 12:00:00,36.0,-42.0,59.6735,666.354,669.02
3083,13,2012-09-04 18:00:00,27.1,-43.7,1006,23.15,27,TS,2012-09-04 18:00:00,OFCL,0,2012-09-04 18:00:00,27.3,-43.6,17.5815,17.5815,24.8639
3084,13,2012-09-05 06:00:00,27.8,-43.8,1005,23.15,37,TS,2012-09-04 18:00:00,OFCL,12,2012-09-05 06:00:00,28.1,-43.9,20.0151,-28.9107,35.1629
3085,13,2012-09-05 18:00:00,28.6,-43.1,992,33.4389,18,HU,2012-09-04 18:00:00,OFCL,24,2012-09-05 18:00:00,28.8,-43.8,-46.8875,-65.9898,80.9511
3086,13,2012-09-06 06:00:00,29.4,-42.0,968,48.8722,18,HU,2012-09-04 18:00:00,OFCL,36,2012-09-06 06:00:00,29.4,-43.3,-111.049,-92.5408,144.553
3087,13,2012-09-06 18:00:00,30.3,-41.0,968,48.8722,27,HU,2012-09-04 18:00:00,OFCL,48,2012-09-06 18:00:00,29.9,-42.9,-154.2,-151.116,215.901
3088,13,2012-09-07 18:00:00,31.3,-41.2,973,43.7278,27,HU,2012-09-04 18:00:00,OFCL,72,2012-09-07 18:00:00,30.9,-43.2,125.803,-188.704,226.794
3089,13,2012-09-08 18:00:00,32.9,-42.1,972,46.3,18,HU,2012-09-04 18:00:00,OFCL,96,2012-09-08 18:00:00,32.0,-44.0,4.97279,-233.721,233.774
3090,13,2012-09-09 18:00:00,33.7,-43.5,979,41.1556,18,HU,2012-09-04 18:00:00,OFCL,120,2012-09-09 18:00:00,33.5,-46.0,277.861,23.7644,278.875
3091,13,2012-09-10 18:00:00,33.9,-46.9,988,33.4389,27,HU,2012-09-04 18:00:00,OFCL,144,2012-09-10 18:00:00,36.0,-49.0,330.232,-2.84217e-14,330.232
3092,13,2012-09-05 00:00:00,27.4,-43.8,1005,23.15,27,TS,2012-09-05 00:00:00,OFCL,0,2012-09-05 00:00:00,27.4,-43.7,0.0,11.1195,11.1195
3093,13,2012-09-05 12:00:00,28.2,-43.5,1001,25.7222,37,TS,2012-09-05 00:00:00,OFCL,12,2012-09-05 12:00:00,28.1,-43.9,-39.3133,-23.588,45.8468
3094,13,2012-09-06 00:00:00,29.0,-42.6,981,41.1556,18,HU,2012-09-05 00:00:00,OFCL,24,2012-09-06 00:00:00,28.9,-43.5,-89.4358,-46.2599,100.691
3095,13,2012-09-06 12:00:00,29.9,-41.4,964,51.4444,18,HU,2012-09-05 00:00:00,OFCL,36,2012-09-06 12:00:00,29.6,-42.8,-133.665,-86.4894,159.207
3096,13,2012-09-07 00:00:00,30.6,-40.8,970,46.3,27,HU,2012-09-05 00:00:00,OFCL,48,2012-09-07 00:00:00,30.0,-42.5,-66.717,-189.031,200.46
3097,13,2012-09-08 00:00:00,31.6,-41.5,977,41.1556,27,HU,2012-09-05 00:00:00,OFCL,72,2012-09-08 00:00:00,31.2,-43.0,34.8095,-169.075,172.621
3098,13,2012-09-09 00:00:00,33.3,-42.3,973,46.3,18,HU,2012-09-05 00:00:00,OFCL,96,2012-09-09 00:00:00,32.0,-44.0,31.4507,-235.88,237.968
3099,13,2012-09-10 00:00:00,33.6,-44.1,982,38.5833,18,HU,2012-09-05 00:00:00,OFCL,120,2012-09-10 00:00:00,33.0,-45.5,167.206,-26.9687,169.367
3100,13,2012-09-11 00:00:00,34.8,-47.8,991,30.8667,27,TS,2012-09-05 00:00:00,OFCL,144,2012-09-11 00:00:00,36.5,-47.5,189.031,33.3585,191.952
3101,13,2012-09-05 06:00:00,27.8,-43.8,1005,23.15,37,TS,2012-09-05 06:00:00,OFCL,0,2012-09-05 06:00:00,27.8,-43.9,-6.6717,-8.89559,11.1195
3102,13,2012-09-05 18:00:00,28.6,-43.1,992,33.4389,18,HU,2012-09-05 06:00:00,OFCL,12,2012-09-05 18:00:00,28.6,-43.7,-52.0972,-41.6778,66.717
3103,13,2012-09-06 06:00:00,29.4,-42.0,968,48.8722,18,HU,2012-09-05 06:00:00,OFCL,24,2012-09-06 06:00:00,29.4,-43.1,-93.9645,-78.3038,122.314
3104,13,2012-09-06 18:00:00,30.3,-41.0,968,48.8722,27,HU,2012-09-05 06:00:00,OFCL,36,2012-09-06 18:00:00,30.0,-42.6,-126.444,-129.528,181.012
3105,13,2012-09-07 06:00:00,30.9,-40.8,970,46.3,27,HU,2012-09-05 06:00:00,OFCL,48,2012-09-07 06:00:00,30.7,-42.8,141.528,-172.979,223.499
3106,13,2012-09-08 06:00:00,32.0,-41.7,978,41.1556,27,HU,2012-09-05 06:00:00,OFCL,72,2012-09-08 06:00:00,31.8,-43.7,79.5646,-208.857,223.499
3107,13,2012-09-09 06:00:00,33.6,-42.6,976,43.7278,18,HU,2012-09-05 06:00:00,OFCL,96,2012-09-09 06:00:00,33.0,-45.0,232.075,-147.684,275.081
3108,13,2012-09-10 06:00:00,33.4,-44.9,985,36.0111,27,HU,2012-09-05 06:00:00,OFCL,120,2012-09-10 06:00:00,34.0,-46.0,133.875,38.5945,139.327
3109,13,2012-09-11 06:00:00,36.4,-47.8,994,28.2944,37,TS,2012-09-05 06:00:00,OFCL,144,2012-09-11 06:00:00,38.0,-48.0,174.368,-41.75,179.296
3110,13,2012-09-05 12:00:00,28.2,-43.5,1001,25.7222,37,TS,2012-09-05 12:00:00,OFCL,0,2012-09-05 12:00:00,28.2,-43.6,-7.86267,-7.86267,11.1195
3111,13,2012-09-06 00:00:00,29.0,-42.6,981,41.1556,18,HU,2012-09-05 12:00:00,OFCL,12,2012-09-06 00:00:00,29.0,-42.3,27.7559,18.504,33.3585
3112,13,2012-09-06 12:00:00,29.9,-41.4,964,51.4444,18,HU,2012-09-05 12:00:00,OFCL,24,2012-09-06 12:00:00,29.7,-42.0,-62.9013,-31.4507,70.3258
3113,13,2012-09-07 00:00:00,30.6,-40.8,970,46.3,27,HU,2012-09-05 12:00:00,OFCL,36,2012-09-07 00:00:00,30.3,-42.3,-33.3585,-166.792,170.096
3114,13,2012-09-07 12:00:00,31.1,-41.0,970,46.3,27,HU,2012-09-05 12:00:00,OFCL,48,2012-09-07 12:00:00,31.0,-42.9,141.528,-157.253,211.563
3115,13,2012-09-08 12:00:00,32.4,-41.9,975,43.7278,18,HU,2012-09-05 12:00:00,OFCL,72,2012-09-08 12:00:00,32.1,-44.2,64.01,-249.845,257.915
3116,13,2012-09-09 12:00:00,33.7,-42.9,976,43.7278,18,HU,2012-09-05 12:00:00,OFCL,96,2012-09-09 12:00:00,33.3,-45.2,255.748,-44.478,259.587
3117,13,2012-09-10 12:00:00,33.6,-45.8,986,36.0111,27,HU,2012-09-05 12:00:00,OFCL,120,2012-09-10 12:00:00,34.7,-46.3,85.8215,103.376,134.357
3118,13,2012-09-11 12:00:00,38.2,-47.6,997,23.15,37,TS,2012-09-05 12:00:00,OFCL,144,2012-09-11 12:00:00,41.0,-48.0,258.585,-179.02,314.507
3119,13,2012-09-05 18:00:00,28.6,-43.1,992,33.4389,18,HU,2012-09-05 18:00:00,OFCL,0,2012-09-05 18:00:00,28.6,-42.9,17.3657,13.8926,22.239
3120,13,2012-09-06 06:00:00,29.4,-42.0,968,48.8722,18,HU,2012-09-05 18:00:00,OFCL,12,2012-09-06 06:00:00,29.3,-42.1,-15.6608,1.42371,15.7253
3121,13,2012-09-06 18:00:00,30.3,-41.0,968,48.8722,27,HU,2012-09-05 18:00:00,OFCL,24,2012-09-06 18:00:00,30.0,-41.7,-70.9318,-46.2599,84.6835
3122,13,2012-09-07 06:00:00,30.9,-40.8,970,46.3,27,HU,2012-09-05 18:00:00,OFCL,36,2012-09-07 06:00:00,30.6,-41.6,39.3133,-86.4894,95.005
3123,13,2012-09-07 18:00:00,31.3,-41.2,973,43.7278,27,HU,2012-09-05 18:00:00,OFCL,48,2012-09-07 18:00:00,31.0,-41.8,23.588,-70.764,74.5918
3124,13,2012-09-08 18:00:00,32.9,-42.1,972,46.3,18,HU,2012-09-05 18:00:00,OFCL,72,2012-09-08 18:00:00,32.1,-42.9,-39.7823,-119.347,125.803
3125,13,2012-09-09 18:00:00,33.7,-43.5,979,41.1556,18,HU,2012-09-05 18:00:00,OFCL,96,2012-09-09 18:00:00,33.2,-44.2,85.9176,-42.0448,95.6535
3126,13,2012-09-10 18:00:00,33.9,-46.9,988,33.4389,27,HU,2012-09-05 18:00:00,OFCL,120,2012-09-10 18:00:00,34.8,-46.2,15.7253,125.803,126.782
3127,13,2012-09-06 00:00:00,29.0,-42.6,981,41.1556,18,HU,2012-09-06 00:00:00,OFCL,0,2012-09-06 00:00:00,29.1,-42.4,24.6719,3.08399,24.8639
3128,13,2012-09-06 12:00:00,29.9,-41.4,964,51.4444,18,HU,2012-09-06 00:00:00,OFCL,12,2012-09-06 12:00:00,29.8,-41.7,-31.4507,-15.7253,35.1629
3129,13,2012-09-07 00:00:00,30.6,-40.8,970,46.3,27,HU,2012-09-06 00:00:00,OFCL,24,2012-09-07 00:00:00,30.5,-41.5,-11.1195,-77.8364,78.6267
3130,13,2012-09-07 12:00:00,31.1,-41.0,970,46.3,27,HU,2012-09-06 00:00:00,OFCL,36,2012-09-07 12:00:00,31.0,-41.6,39.3133,-55.0387,67.6372
3131,13,2012-09-08 00:00:00,31.6,-41.5,977,41.1556,27,HU,2012-09-06 00:00:00,OFCL,48,2012-09-08 00:00:00,31.5,-42.0,14.9184,-54.7007,56.6985
3132,13,2012-09-09 00:00:00,33.3,-42.3,973,46.3,18,HU,2012-09-06 00:00:00,OFCL,72,2012-09-09 00:00:00,32.7,-43.0,7.86267,-102.215,102.517
3133,13,2012-09-10 00:00:00,33.6,-44.1,982,38.5833,18,HU,2012-09-06 00:00:00,OFCL,96,2012-09-10 00:00:00,34.0,-44.5,32.3625,53.9375,62.9013
3134,13,2012-09-11 00:00:00,34.8,-47.8,991,30.8667,27,TS,2012-09-06 00:00:00,OFCL,120,2012-09-11 00:00:00,35.5,-46.0,77.8364,200.151,214.753
3135,13,2012-09-06 06:00:00,29.4,-42.0,968,48.8722,18,HU,2012-09-06 06:00:00,OFCL,0,2012-09-06 06:00:00,29.4,-42.0,0.0,0.0,0.0
3136,13,2012-09-06 18:00:00,30.3,-41.0,968,48.8722,27,HU,2012-09-06 06:00:00,OFCL,12,2012-09-06 18:00:00,30.3,-41.2,-12.336,-18.504,22.239
3137,13,2012-09-07 06:00:00,30.9,-40.8,970,46.3,27,HU,2012-09-06 06:00:00,OFCL,24,2012-09-07 06:00:00,30.9,-41.3,39.3133,-39.3133,55.5975
3138,13,2012-09-07 18:00:00,31.3,-41.2,973,43.7278,27,HU,2012-09-06 06:00:00,OFCL,36,2012-09-07 18:00:00,31.4,-41.9,62.9013,-47.176,78.6267
3139,13,2012-09-08 06:00:00,32.0,-41.7,978,41.1556,27,HU,2012-09-06 06:00:00,OFCL,48,2012-09-08 06:00:00,32.0,-42.5,39.7823,-79.5646,88.9559
3140,13,2012-09-09 06:00:00,33.6,-42.6,976,43.7278,18,HU,2012-09-06 06:00:00,OFCL,72,2012-09-09 06:00:00,33.1,-43.5,77.3584,-84.391,114.482
3141,13,2012-09-10 06:00:00,33.4,-44.9,985,36.0111,27,HU,2012-09-06 06:00:00,OFCL,96,2012-09-10 06:00:00,34.5,-44.5,-16.8851,129.05,130.15
3142,13,2012-09-11 06:00:00,36.4,-47.8,994,28.2944,37,TS,2012-09-06 06:00:00,OFCL,120,2012-09-11 06:00:00,36.0,-45.5,-15.9633,259.096,259.587
3143,13,2012-09-06 12:00:00,29.9,-41.4,964,51.4444,18,HU,2012-09-06 12:00:00,OFCL,0,2012-09-06 12:00:00,29.9,-41.4,0.0,0.0,0.0
3144,13,2012-09-07 00:00:00,30.6,-40.8,970,46.3,27,HU,2012-09-06 12:00:00,OFCL,12,2012-09-07 00:00:00,30.6,-41.1,0.0,-33.3585,33.3585
3145,13,2012-09-07 12:00:00,31.1,-41.0,970,46.3,27,HU,2012-09-06 12:00:00,OFCL,24,2012-09-07 12:00:00,31.2,-41.4,39.3133,-23.588,45.8468
3146,13,2012-09-08 00:00:00,31.6,-41.5,977,41.1556,27,HU,2012-09-06 12:00:00,OFCL,36,2012-09-08 00:00:00,31.9,-42.0,54.7007,-34.8095,64.8372
3147,13,2012-09-08 12:00:00,32.4,-41.9,975,43.7278,18,HU,2012-09-06 12:00:00,OFCL,48,2012-09-08 12:00:00,32.4,-42.9,41.2968,-103.242,111.195
3148,13,2012-09-09 12:00:00,33.7,-42.9,976,43.7278,18,HU,2012-09-06 12:00:00,OFCL,72,2012-09-09 12:00:00,33.4,-44.0,122.314,-33.3585,126.782
3149,13,2012-09-10 12:00:00,33.6,-45.8,986,36.0111,27,HU,2012-09-06 12:00:00,OFCL,96,2012-09-10 12:00:00,35.2,-45.4,3.90098,183.346,183.387
3150,13,2012-09-11 12:00:00,38.2,-47.6,997,23.15,37,TS,2012-09-06 12:00:00,OFCL,120,2012-09-11 12:00:00,38.0,-47.0,9.94558,69.619,70.3258
3151,13,2012-09-06 18:00:00,30.3,-41.0,968,48.8722,27,HU,2012-09-06 18:00:00,OFCL,0,2012-09-06 18:00:00,30.4,-41.1,3.08399,-15.42,15.7253
3152,13,2012-09-07 06:00:00,30.9,-40.8,970,46.3,27,HU,2012-09-06 18:00:00,OFCL,12,2012-09-07 06:00:00,31.1,-41.0,31.4507,-1.77636e-15,31.4507
3153,13,2012-09-07 18:00:00,31.3,-41.2,973,43.7278,27,HU,2012-09-06 18:00:00,OFCL,24,2012-09-07 18:00:00,31.7,-41.5,55.0387,7.86267,55.5975
3154,13,2012-09-08 06:00:00,32.0,-41.7,978,41.1556,27,HU,2012-09-06 18:00:00,OFCL,36,2012-09-08 06:00:00,32.2,-42.1,39.7823,-29.8367,49.7279
3155,13,2012-09-08 18:00:00,32.9,-42.1,972,46.3,18,HU,2012-09-06 18:00:00,OFCL,48,2012-09-08 18:00:00,32.8,-42.6,14.9184,-54.7007,56.6985
3156,13,2012-09-09 18:00:00,33.7,-43.5,979,41.1556,18,HU,2012-09-06 18:00:00,OFCL,72,2012-09-09 18:00:00,34.0,-43.5,-5.4841,32.9046,33.3585
3157,13,2012-09-10 18:00:00,33.9,-46.9,988,33.4389,27,HU,2012-09-06 18:00:00,OFCL,96,2012-09-10 18:00:00,36.2,-45.3,55.0387,306.644,311.544
3158,13,2012-09-07 00:00:00,30.6,-40.8,970,46.3,27,HU,2012-09-07 00:00:00,OFCL,0,2012-09-07 00:00:00,30.6,-40.8,0.0,0.0,0.0
3159,13,2012-09-07 12:00:00,31.1,-41.0,970,46.3,27,HU,2012-09-07 00:00:00,OFCL,12,2012-09-07 12:00:00,31.2,-40.9,-4.18332e-13,15.7253,15.7253
3160,13,2012-09-08 00:00:00,31.6,-41.5,977,41.1556,27,HU,2012-09-07 00:00:00,OFCL,24,2012-09-08 00:00:00,31.7,-41.5,9.94558,4.97279,11.1195
3161,13,2012-09-08 12:00:00,32.4,-41.9,975,43.7278,18,HU,2012-09-07 00:00:00,OFCL,36,2012-09-08 12:00:00,32.3,-42.0,-6.19451,-14.4539,15.7253
3162,13,2012-09-09 00:00:00,33.3,-42.3,973,46.3,18,HU,2012-09-07 00:00:00,OFCL,48,2012-09-09 00:00:00,33.0,-42.5,-7.86267,-39.3133,40.0919
3163,13,2012-09-10 00:00:00,33.6,-44.1,982,38.5833,18,HU,2012-09-07 00:00:00,OFCL,72,2012-09-10 00:00:00,34.5,-44.0,-35.0593,94.3906,100.691
3164,13,2012-09-11 00:00:00,34.8,-47.8,991,30.8667,27,TS,2012-09-07 00:00:00,OFCL,96,2012-09-11 00:00:00,36.5,-46.0,189.031,200.151,275.306
3165,13,2012-09-07 06:00:00,30.9,-40.8,970,46.3,27,HU,2012-09-07 06:00:00,OFCL,0,2012-09-07 06:00:00,30.9,-40.8,0.0,0.0,0.0
3166,13,2012-09-07 18:00:00,31.3,-41.2,973,43.7278,27,HU,2012-09-07 06:00:00,OFCL,12,2012-09-07 18:00:00,31.4,-41.1,-1.83853e-13,15.7253,15.7253
3167,13,2012-09-08 06:00:00,32.0,-41.7,978,41.1556,27,HU,2012-09-07 06:00:00,OFCL,24,2012-09-08 06:00:00,31.8,-41.6,-24.8639,3.55271e-13,24.8639
3168,13,2012-09-08 18:00:00,32.9,-42.1,972,46.3,18,HU,2012-09-07 06:00:00,OFCL,36,2012-09-08 18:00:00,32.4,-42.2,-44.7551,-34.8095,56.6985
3169,13,2012-09-09 06:00:00,33.6,-42.6,976,43.7278,18,HU,2012-09-07 06:00:00,OFCL,48,2012-09-09 06:00:00,33.0,-42.8,-1.01608e-12,-70.3258,70.3258
3170,13,2012-09-10 06:00:00,33.4,-44.9,985,36.0111,27,HU,2012-09-07 06:00:00,OFCL,72,2012-09-10 06:00:00,34.3,-44.5,-21.7094,107.341,109.514
3171,13,2012-09-11 06:00:00,36.4,-47.8,994,28.2944,37,TS,2012-09-07 06:00:00,OFCL,96,2012-09-11 06:00:00,38.0,-46.5,192.787,124.022,229.234
3172,13,2012-09-07 12:00:00,31.1,-41.0,970,46.3,27,HU,2012-09-07 12:00:00,OFCL,0,2012-09-07 12:00:00,31.1,-41.0,0.0,0.0,0.0
3173,13,2012-09-08 00:00:00,31.6,-41.5,977,41.1556,27,HU,2012-09-07 12:00:00,OFCL,12,2012-09-08 00:00:00,31.5,-41.4,-14.9184,4.97279,15.7253
3174,13,2012-09-08 12:00:00,32.4,-41.9,975,43.7278,18,HU,2012-09-07 12:00:00,OFCL,24,2012-09-08 12:00:00,32.0,-41.9,-41.2968,-16.5187,44.478
3175,13,2012-09-09 00:00:00,33.3,-42.3,973,46.3,18,HU,2012-09-07 12:00:00,OFCL,36,2012-09-09 00:00:00,32.7,-42.4,-39.3133,-55.0387,67.6372
3176,13,2012-09-09 12:00:00,33.7,-42.9,976,43.7278,18,HU,2012-09-07 12:00:00,OFCL,48,2012-09-09 12:00:00,33.3,-43.0,11.1195,-44.478,45.8468
3177,13,2012-09-10 12:00:00,33.6,-45.8,986,36.0111,27,HU,2012-09-07 12:00:00,OFCL,72,2012-09-10 12:00:00,34.7,-44.8,-75.0938,147.262,165.303
3178,13,2012-09-11 12:00:00,38.2,-47.6,997,23.15,37,TS,2012-09-07 12:00:00,OFCL,96,2012-09-11 12:00:00,39.5,-47.0,159.129,-4.97279,159.207
3179,13,2012-09-07 18:00:00,31.3,-41.2,973,43.7278,27,HU,2012-09-07 18:00:00,OFCL,0,2012-09-07 18:00:00,31.3,-41.2,0.0,0.0,0.0
3180,13,2012-09-08 06:00:00,32.0,-41.7,978,41.1556,27,HU,2012-09-07 18:00:00,OFCL,12,2012-09-08 06:00:00,31.8,-41.8,-14.9184,-19.8912,24.8639
3181,13,2012-09-08 18:00:00,32.9,-42.1,972,46.3,18,HU,2012-09-07 18:00:00,OFCL,24,2012-09-08 18:00:00,32.3,-42.2,-54.7007,-39.7823,67.6372
3182,13,2012-09-09 06:00:00,33.6,-42.6,976,43.7278,18,HU,2012-09-07 18:00:00,OFCL,36,2012-09-09 06:00:00,33.1,-42.6,-17.5815,-52.7444,55.5975
3183,13,2012-09-09 18:00:00,33.7,-43.5,979,41.1556,18,HU,2012-09-07 18:00:00,OFCL,48,2012-09-09 18:00:00,33.6,-43.1,-42.0448,-18.2803,45.8468
