,cy,yyyymmddhh,latns,lonew,mslp,vmax,rmax,ty,fyyyymmddhh,ftech,ftau,fverftime,flatns,flonew,e_alongtrack,e_crosstrack,e_totalerror
0,1,2011-06-28 18:00:00,20.7,-93.5,1006,18.0056,138,TS,2011-06-28 18:00:00,OFCL,0,2011-06-28 18:00:00,20.9,-93.3,-4.4478,31.1346,31.4507
1,1,2011-06-29 00:00:00,21.0,-93.9,1005,18.0056,138,TS,2011-06-28 18:00:00,OFCL,6,2011-06-29 00:00:00,21.2,-93.7,-14.0652,28.1303,31.4507
2,1,2011-06-29 06:00:00,21.2,-94.5,1003,18.0056,138,TS,2011-06-28 18:00:00,OFCL,12,2011-06-29 06:00:00,21.7,-94.6,17.9296,53.7889,56.6985
3,1,2011-06-29 18:00:00,21.4,-95.6,998,25.7222,129,TS,2011-06-28 18:00:00,OFCL,24,2011-06-29 18:00:00,22.0,-95.9,55.7506,49.5561,74.5918
4,1,2011-06-30 06:00:00,21.6,-97.0,994,28.2944,92,TS,2011-06-28 18:00:00,OFCL,36,2011-06-30 06:00:00,22.0,-96.9,-11.1195,44.478,45.8468
5,1,2011-06-30 18:00:00,21.5,-98.1,998,23.15,74,TS,2011-06-28 18:00:00,OFCL,48,2011-06-30 18:00:00,22.0,-97.9,-49.3439,33.9239,59.8803
6,1,2011-06-29 00:00:00,21.0,-93.9,1005,18.0056,138,TS,2011-06-29 00:00:00,OFCL,0,2011-06-29 00:00:00,21.2,-93.8,-3.51629,24.614,24.8639
7,1,2011-06-29 12:00:00,21.3,-95.3,1000,23.15,166,TS,2011-06-29 00:00:00,OFCL,12,2011-06-29 12:00:00,21.8,-95.1,-3.51629,59.777,59.8803
8,1,2011-06-30 00:00:00,21.6,-96.1,996,25.7222,92,TS,2011-06-29 00:00:00,OFCL,24,2011-06-30 00:00:00,22.0,-96.3,22.239,44.478,49.7279
9,1,2011-06-30 12:00:00,21.6,-97.3,993,28.2944,74,TS,2011-06-29 00:00:00,OFCL,36,2011-06-30 12:00:00,21.9,-97.4,6.89602,34.4801,35.1629
10,1,2011-06-29 06:00:00,21.2,-94.5,1003,18.0056,138,TS,2011-06-29 06:00:00,OFCL,0,2011-06-29 06:00:00,21.7,-94.6,17.9296,53.7889,56.6985
11,1,2011-06-29 18:00:00,21.4,-95.6,998,25.7222,129,TS,2011-06-29 06:00:00,OFCL,12,2011-06-29 18:00:00,22.1,-95.9,59.8803,59.8803,84.6835
12,1,2011-06-30 06:00:00,21.6,-97.0,994,28.2944,92,TS,2011-06-29 06:00:00,OFCL,24,2011-06-30 06:00:00,22.1,-97.1,11.1195,55.5975,56.6985
13,1,2011-06-30 18:00:00,21.5,-98.1,998,23.15,74,TS,2011-06-29 06:00:00,OFCL,36,2011-06-30 18:00:00,22.0,-98.2,-21.5879,52.4279,56.6985
14,1,2011-06-29 12:00:00,21.3,-95.3,1000,23.15,166,TS,2011-06-29 12:00:00,OFCL,0,2011-06-29 12:00:00,21.2,-95.3,-3.51629,-10.5489,11.1195
15,1,2011-06-30 00:00:00,21.6,-96.1,996,25.7222,92,TS,2011-06-29 12:00:00,OFCL,12,2011-06-30 00:00:00,21.2,-96.6,55.5975,-44.478,71.1995
16,1,2011-06-30 12:00:00,21.6,-97.3,993,28.2944,74,TS,2011-06-29 12:00:00,OFCL,24,2011-06-30 12:00:00,21.2,-97.7,49.6513,-38.6177,62.9013
17,1,2011-06-29 18:00:00,21.4,-95.6,998,25.7222,129,TS,2011-06-29 18:00:00,OFCL,0,2011-06-29 18:00:00,21.1,-95.8,8.25935,-39.2319,40.0919
18,1,2011-06-30 06:00:00,21.6,-97.0,994,28.2944,92,TS,2011-06-29 18:00:00,OFCL,12,2011-06-30 06:00:00,21.1,-96.9,-11.1195,-55.5975,56.6985
19,1,2011-06-30 18:00:00,21.5,-98.1,998,23.15,74,TS,2011-06-29 18:00:00,OFCL,24,2011-06-30 18:00:00,21.0,-98.0,21.5879,-52.4279,56.6985
20,1,2011-06-30 00:00:00,21.6,-96.1,996,25.7222,92,TS,2011-06-30 00:00:00,OFCL,0,2011-06-30 00:00:00,21.4,-95.8,-33.3585,-22.239,40.0919
21,1,2011-06-30 12:00:00,21.6,-97.3,993,28.2944,74,TS,2011-06-30 00:00:00,OFCL,12,2011-06-30 12:00:00,21.5,-97.0,-31.7217,-15.1712,35.1629
22,1,2011-06-30 06:00:00,21.6,-97.0,994,28.2944,92,TS,2011-06-30 06:00:00,OFCL,0,2011-06-30 06:00:00,21.6,-97.0,0.0,0.0,0.0
23,1,2011-06-30 18:00:00,21.5,-98.1,998,23.15,74,TS,2011-06-30 06:00:00,OFCL,12,2011-06-30 18:00:00,21.4,-98.3,24.6719,3.08399,24.8639
24,1,2011-06-30 12:00:00,21.6,-97.3,993,28.2944,74,TS,2011-06-30 12:00:00,OFCL,0,2011-06-30 12:00:00,21.6,-97.5,22.0673,2.75841,22.239
25,1,2011-06-30 18:00:00,21.5,-98.1,998,23.15,74,TS,2011-06-30 18:00:00,OFCL,0,2011-06-30 18:00:00,21.5,-98.1,0.0,0.0,0.0
26,2,2011-07-18 06:00:00,27.1,-78.0,1001,20.5778,37,TS,2011-07-17 18:00:00,OFCL,12,2011-07-18 06:00:00,27.4,-78.2,-1.90698,-40.0465,40.0919
27,2,2011-07-18 18:00:00,27.8,-77.1,995,30.8667,37,TS,2011-07-17 18:00:00,OFCL,24,2011-07-18 18:00:00,28.2,-77.8,4.97279,-89.5102,89.6482
28,2,2011-07-19 06:00:00,29.0,-76.6,999,25.7222,37,TS,2011-07-17 18:00:00,OFCL,36,2011-07-19 06:00:00,29.0,-77.3,-48.624,-60.7801,77.8364
29,2,2011-07-19 18:00:00,30.0,-75.8,999,23.15,46,TS,2011-07-17 18:00:00,OFCL,48,2011-07-19 18:00:00,30.4,-76.5,-23.588,-86.4894,89.6482
30,2,2011-07-20 18:00:00,31.9,-73.4,1005,23.15,74,TS,2011-07-17 18:00:00,OFCL,72,2011-07-20 18:00:00,32.0,-73.5,-2.58523,-15.5114,15.7253
31,2,2011-07-21 18:00:00,34.1,-70.1,1007,18.0056,111,TS,2011-07-17 18:00:00,OFCL,96,2011-07-21 18:00:00,34.0,-67.0,257.691,229.217,344.884
32,2,2011-07-18 00:00:00,27.5,-78.1,1008,18.0056,55,TS,2011-07-18 00:00:00,OFCL,0,2011-07-18 00:00:00,27.5,-78.1,0.0,0.0,0.0
33,2,2011-07-18 12:00:00,27.4,-77.5,999,23.15,37,TS,2011-07-18 00:00:00,OFCL,12,2011-07-18 12:00:00,27.7,-77.9,-7.86267,-55.0387,55.5975
34,2,2011-07-19 00:00:00,28.4,-76.8,996,30.8667,37,TS,2011-07-18 00:00:00,OFCL,24,2011-07-19 00:00:00,28.5,-77.4,-10.5489,-66.8096,67.6372
35,2,2011-07-19 12:00:00,29.5,-76.2,999,23.15,46,TS,2011-07-18 00:00:00,OFCL,36,2011-07-19 12:00:00,29.7,-76.7,-17.3657,-57.3069,59.8803
36,2,2011-07-20 00:00:00,30.5,-75.3,1000,23.15,46,TS,2011-07-18 00:00:00,OFCL,48,2011-07-20 00:00:00,30.7,-75.5,-6.16798,-30.8399,31.4507
37,2,2011-07-21 00:00:00,32.4,-72.7,1005,23.15,74,TS,2011-07-18 00:00:00,OFCL,72,2011-07-21 00:00:00,32.5,-71.5,108.547,78.3951,133.896
38,2,2011-07-18 06:00:00,27.1,-78.0,1001,20.5778,37,TS,2011-07-18 06:00:00,OFCL,0,2011-07-18 06:00:00,27.1,-78.0,0.0,0.0,0.0
39,2,2011-07-18 18:00:00,27.8,-77.1,995,30.8667,37,TS,2011-07-18 06:00:00,OFCL,12,2011-07-18 18:00:00,27.6,-77.7,-49.7279,-49.7279,70.3258
40,2,2011-07-19 06:00:00,29.0,-76.6,999,25.7222,37,TS,2011-07-18 06:00:00,OFCL,24,2011-07-19 06:00:00,28.6,-77.2,-76.4092,-24.312,80.1838
41,2,2011-07-19 18:00:00,30.0,-75.8,999,23.15,46,TS,2011-07-18 06:00:00,OFCL,36,2011-07-19 18:00:00,29.7,-76.5,-78.6267,-31.4507,84.6835
42,2,2011-07-20 06:00:00,30.9,-74.7,1001,23.15,55,TS,2011-07-18 06:00:00,OFCL,48,2011-07-20 06:00:00,30.7,-75.4,-74.0327,-32.7452,80.9511
43,2,2011-07-21 06:00:00,33.0,-72.0,1005,20.5778,74,TS,2011-07-18 06:00:00,OFCL,72,2011-07-21 06:00:00,32.5,-71.5,17.68,76.6132,78.6267
44,2,2011-07-18 12:00:00,27.4,-77.5,999,23.15,37,TS,2011-07-18 12:00:00,OFCL,0,2011-07-18 12:00:00,27.4,-77.5,0.0,0.0,0.0
45,2,2011-07-19 00:00:00,28.4,-76.8,996,30.8667,37,TS,2011-07-18 12:00:00,OFCL,12,2011-07-19 00:00:00,28.2,-77.0,-28.1303,-14.0652,31.4507
46,2,2011-07-19 12:00:00,29.5,-76.2,999,23.15,46,TS,2011-07-18 12:00:00,OFCL,24,2011-07-19 12:00:00,29.2,-76.4,-39.9412,3.47315,40.0919
47,2,2011-07-20 00:00:00,30.5,-75.3,1000,23.15,46,TS,2011-07-18 12:00:00,OFCL,36,2011-07-20 00:00:00,30.2,-75.7,-55.5119,3.08399,55.5975
48,2,2011-07-20 12:00:00,31.4,-74.1,1002,23.15,55,TS,2011-07-18 12:00:00,OFCL,48,2011-07-20 12:00:00,31.4,-74.0,9.0483,6.46307,11.1195
49,2,2011-07-21 12:00:00,33.5,-71.2,1006,18.0056,83,TS,2011-07-18 12:00:00,OFCL,72,2011-07-21 12:00:00,33.5,-70.0,117.141,63.8951,133.434
50,2,2011-07-18 18:00:00,27.8,-77.1,995,30.8667,37,TS,2011-07-18 18:00:00,OFCL,0,2011-07-18 18:00:00,28.1,-77.2,24.8639,-24.8639,35.1629
51,2,2011-07-19 06:00:00,29.0,-76.6,999,25.7222,37,TS,2011-07-18 18:00:00,OFCL,12,2011-07-19 06:00:00,29.2,-76.5,24.312,-5.20972,24.8639
52,2,2011-07-19 18:00:00,30.0,-75.8,999,23.15,46,TS,2011-07-18 18:00:00,OFCL,24,2011-07-19 18:00:00,30.4,-75.6,47.176,-15.7253,49.7279
53,2,2011-07-20 06:00:00,30.9,-74.7,1001,23.15,55,TS,2011-07-18 18:00:00,OFCL,36,2011-07-20 06:00:00,31.5,-74.4,68.3378,-29.8978,74.5918
54,2,2011-07-20 18:00:00,31.9,-73.4,1005,23.15,74,TS,2011-07-18 18:00:00,OFCL,48,2011-07-20 18:00:00,33.0,-72.5,152.529,-41.3637,158.038
55,2,2011-07-21 18:00:00,34.1,-70.1,1007,18.0056,111,TS,2011-07-18 18:00:00,OFCL,72,2011-07-21 18:00:00,35.5,-67.5,321.757,65.4904,328.355
56,2,2011-07-19 00:00:00,28.4,-76.8,996,30.8667,37,TS,2011-07-19 00:00:00,OFCL,0,2011-07-19 00:00:00,28.5,-76.8,10.5489,-3.51629,11.1195
57,2,2011-07-19 12:00:00,29.5,-76.2,999,23.15,46,TS,2011-07-19 00:00:00,OFCL,12,2011-07-19 12:00:00,29.5,-76.1,6.94629,8.68287,11.1195
58,2,2011-07-20 00:00:00,30.5,-75.3,1000,23.15,46,TS,2011-07-19 00:00:00,OFCL,24,2011-07-20 00:00:00,30.6,-75.1,24.6719,3.08399,24.8639
59,2,2011-07-20 12:00:00,31.4,-74.1,1002,23.15,55,TS,2011-07-19 00:00:00,OFCL,36,2011-07-20 12:00:00,31.7,-73.8,46.5341,-7.75569,47.176
60,2,2011-07-21 00:00:00,32.4,-72.7,1005,23.15,74,TS,2011-07-19 00:00:00,OFCL,48,2011-07-21 00:00:00,33.1,-71.9,118.196,-1.20608,118.202
61,2,2011-07-19 06:00:00,29.0,-76.6,999,25.7222,37,TS,2011-07-19 06:00:00,OFCL,0,2011-07-19 06:00:00,29.0,-76.7,-6.94629,-8.68287,11.1195
62,2,2011-07-19 18:00:00,30.0,-75.8,999,23.15,46,TS,2011-07-19 06:00:00,OFCL,12,2011-07-19 18:00:00,30.0,-75.8,0.0,0.0,0.0
63,2,2011-07-20 06:00:00,30.9,-74.7,1001,23.15,55,TS,2011-07-19 06:00:00,OFCL,24,2011-07-20 06:00:00,30.9,-74.8,-8.54223,-7.11853,11.1195
64,2,2011-07-20 18:00:00,31.9,-73.4,1005,23.15,74,TS,2011-07-19 06:00:00,OFCL,36,2011-07-20 18:00:00,32.1,-73.4,12.9261,-18.0966,22.239
65,2,2011-07-21 06:00:00,33.0,-72.0,1005,20.5778,74,TS,2011-07-19 06:00:00,OFCL,48,2011-07-21 06:00:00,33.6,-71.9,44.7892,-50.6825,67.6372
66,2,2011-07-19 12:00:00,29.5,-76.2,999,23.15,46,TS,2011-07-19 12:00:00,OFCL,0,2011-07-19 12:00:00,29.6,-76.1,15.6292,1.73657,15.7253
67,2,2011-07-20 00:00:00,30.5,-75.3,1000,23.15,46,TS,2011-07-19 12:00:00,OFCL,12,2011-07-20 00:00:00,30.6,-75.1,24.6719,3.08399,24.8639
68,2,2011-07-20 12:00:00,31.4,-74.1,1002,23.15,55,TS,2011-07-19 12:00:00,OFCL,24,2011-07-20 12:00:00,31.6,-73.9,31.0228,-5.17046,31.4507
69,2,2011-07-21 00:00:00,32.4,-72.7,1005,23.15,74,TS,2011-07-19 12:00:00,OFCL,36,2011-07-21 00:00:00,32.9,-72.3,69.9525,-13.2669,71.1995
70,2,2011-07-21 12:00:00,33.5,-71.2,1006,18.0056,83,TS,2011-07-19 12:00:00,OFCL,48,2011-07-21 12:00:00,34.3,-70.6,101.167,-46.1465,111.195
71,2,2011-07-19 18:00:00,30.0,-75.8,999,23.15,46,TS,2011-07-19 18:00:00,OFCL,0,2011-07-19 18:00:00,30.1,-75.8,7.86267,-7.86267,11.1195
72,2,2011-07-20 06:00:00,30.9,-74.7,1001,23.15,55,TS,2011-07-19 18:00:00,OFCL,12,2011-07-20 06:00:00,31.1,-74.5,31.3215,-2.84741,31.4507
73,2,2011-07-20 18:00:00,31.9,-73.4,1005,23.15,74,TS,2011-07-19 18:00:00,OFCL,24,2011-07-20 18:00:00,32.4,-73.0,68.5086,-19.3892,71.1995
74,2,2011-07-21 06:00:00,33.0,-72.0,1005,20.5778,74,TS,2011-07-19 18:00:00,OFCL,36,2011-07-21 06:00:00,33.7,-71.5,88.3998,-36.5386,95.6535
75,2,2011-07-21 18:00:00,34.1,-70.1,1007,18.0056,111,TS,2011-07-19 18:00:00,OFCL,48,2011-07-21 18:00:00,35.1,-69.8,96.812,-64.0667,116.091
76,2,2011-07-20 00:00:00,30.5,-75.3,1000,23.15,46,TS,2011-07-20 00:00:00,OFCL,0,2011-07-20 00:00:00,30.4,-75.3,-6.16798,9.25198,11.1195
77,2,2011-07-20 12:00:00,31.4,-74.1,1002,23.15,55,TS,2011-07-20 00:00:00,OFCL,12,2011-07-20 12:00:00,31.5,-74.0,15.5114,-2.58523,15.7253
78,2,2011-07-21 00:00:00,32.4,-72.7,1005,23.15,74,TS,2011-07-20 00:00:00,OFCL,24,2011-07-21 00:00:00,32.8,-72.5,45.831,-19.2973,49.7279
79,2,2011-07-21 12:00:00,33.5,-71.2,1006,18.0056,83,TS,2011-07-20 00:00:00,OFCL,36,2011-07-21 12:00:00,34.2,-70.9,66.5574,-52.3585,84.6835
80,2,2011-07-20 06:00:00,30.9,-74.7,1001,23.15,55,TS,2011-07-20 06:00:00,OFCL,0,2011-07-20 06:00:00,30.8,-74.7,-7.11853,8.54223,11.1195
81,2,2011-07-20 18:00:00,31.9,-73.4,1005,23.15,74,TS,2011-07-20 06:00:00,OFCL,12,2011-07-20 18:00:00,31.9,-73.4,0.0,0.0,0.0
82,2,2011-07-21 06:00:00,33.0,-72.0,1005,20.5778,74,TS,2011-07-20 06:00:00,OFCL,24,2011-07-21 06:00:00,33.2,-71.9,21.216,-12.9653,24.8639
83,2,2011-07-21 18:00:00,34.1,-70.1,1007,18.0056,111,TS,2011-07-20 06:00:00,OFCL,36,2011-07-21 18:00:00,34.6,-70.2,27.0504,-49.8297,56.6985
84,2,2011-07-20 12:00:00,31.4,-74.1,1002,23.15,55,TS,2011-07-20 12:00:00,OFCL,0,2011-07-20 12:00:00,31.4,-74.1,0.0,0.0,0.0
85,2,2011-07-21 00:00:00,32.4,-72.7,1005,23.15,74,TS,2011-07-20 12:00:00,OFCL,12,2011-07-21 00:00:00,32.5,-72.7,7.23647,-8.44255,11.1195
86,2,2011-07-21 12:00:00,33.5,-71.2,1006,18.0056,83,TS,2011-07-20 12:00:00,OFCL,24,2011-07-21 12:00:00,33.8,-71.1,25.7355,-23.9607,35.1629
87,2,2011-07-20 18:00:00,31.9,-73.4,1005,23.15,74,TS,2011-07-20 18:00:00,OFCL,0,2011-07-20 18:00:00,31.6,-73.5,-28.4375,20.6818,35.1629
88,2,2011-07-21 06:00:00,33.0,-72.0,1005,20.5778,74,TS,2011-07-20 18:00:00,OFCL,12,2011-07-21 06:00:00,32.7,-72.0,-17.68,28.2879,33.3585
89,2,2011-07-21 18:00:00,34.1,-70.1,1007,18.0056,111,TS,2011-07-20 18:00:00,OFCL,24,2011-07-21 18:00:00,34.3,-70.3,-2.84741,-31.3215,31.4507
90,2,2011-07-21 00:00:00,32.4,-72.7,1005,23.15,74,TS,2011-07-21 00:00:00,OFCL,0,2011-07-21 00:00:00,32.5,-72.7,7.23647,-8.44255,11.1195
91,2,2011-07-21 12:00:00,33.5,-71.2,1006,18.0056,83,TS,2011-07-21 00:00:00,OFCL,12,2011-07-21 12:00:00,33.9,-70.9,50.5836,-23.0732,55.5975
92,2,2011-07-21 06:00:00,33.0,-72.0,1005,20.5778,74,TS,2011-07-21 06:00:00,OFCL,0,2011-07-21 06:00:00,32.9,-72.1,-15.3226,3.53599,15.7253
93,2,2011-07-21 18:00:00,34.1,-70.1,1007,18.0056,111,TS,2011-07-21 06:00:00,OFCL,12,2011-07-21 18:00:00,34.4,-70.0,29.8978,-18.5082,35.1629
94,2,2011-07-21 12:00:00,33.5,-71.2,1006,18.0056,83,TS,2011-07-21 12:00:00,OFCL,0,2011-07-21 12:00:00,33.5,-71.1,9.76175,5.32459,11.1195
95,2,2011-07-21 18:00:00,34.1,-70.1,1007,18.0056,111,TS,2011-07-21 18:00:00,OFCL,0,2011-07-21 18:00:00,33.9,-70.2,-22.7793,9.96594,24.8639
96,3,2011-07-20 18:00:00,34.5,-54.7,1006,20.5778,64,TS,2011-07-20 18:00:00,OFCL,0,2011-07-20 18:00:00,34.5,-54.7,0.0,0.0,0.0
97,3,2011-07-21 06:00:00,37.4,-50.5,999,25.7222,64,TS,2011-07-20 18:00:00,OFCL,12,2011-07-21 06:00:00,37.1,-50.9,-55.214,-6.51832,55.5975
98,3,2011-07-21 18:00:00,41.3,-46.1,994,30.8667,46,TS,2011-07-20 18:00:00,OFCL,24,2011-07-21 18:00:00,39.9,-46.9,-152.363,94.5137,179.296
99,3,2011-07-22 06:00:00,43.8,-41.2,997,25.7222,46,TS,2011-07-20 18:00:00,OFCL,36,2011-07-22 06:00:00,42.4,-42.2,-169.075,89.5102,191.307
100,3,2011-07-22 18:00:00,46.7,-35.6,1001,20.5778,46,TS,2011-07-20 18:00:00,OFCL,48,2011-07-22 18:00:00,45.4,-37.0,-203.185,62.0129,212.438
101,3,2011-07-21 00:00:00,35.8,-52.5,1003,23.15,64,TS,2011-07-21 00:00:00,OFCL,0,2011-07-21 00:00:00,35.6,-52.5,-13.8926,17.3657,22.239
102,3,2011-07-21 12:00:00,39.4,-48.4,996,28.2944,64,TS,2011-07-21 00:00:00,OFCL,12,2011-07-21 12:00:00,38.5,-48.6,-80.8816,62.9907,102.517
103,3,2011-07-22 00:00:00,42.6,-43.7,995,28.2944,46,TS,2011-07-21 00:00:00,OFCL,24,2011-07-22 00:00:00,41.3,-44.2,-112.675,106.259,154.877
104,3,2011-07-22 12:00:00,45.1,-38.6,999,23.15,46,TS,2011-07-21 00:00:00,OFCL,36,2011-07-22 12:00:00,44.0,-39.2,-116.428,76.5283,139.327
105,3,2011-07-21 06:00:00,37.4,-50.5,999,25.7222,64,TS,2011-07-21 06:00:00,OFCL,0,2011-07-21 06:00:00,37.5,-50.1,39.8768,22.6224,45.8468
106,3,2011-07-21 18:00:00,41.3,-46.1,994,30.8667,46,TS,2011-07-21 06:00:00,OFCL,12,2011-07-21 18:00:00,40.7,-45.6,17.1102,85.1438,86.846
107,3,2011-07-22 06:00:00,43.8,-41.2,997,25.7222,46,TS,2011-07-21 06:00:00,OFCL,24,2011-07-22 06:00:00,43.8,-40.3,89.5102,44.7551,100.075
108,3,2011-07-22 18:00:00,46.7,-35.6,1001,20.5778,46,TS,2011-07-21 06:00:00,OFCL,36,2011-07-22 18:00:00,46.8,-34.4,124.883,48.2957,133.896
109,3,2011-07-21 12:00:00,39.4,-48.4,996,28.2944,64,TS,2011-07-21 12:00:00,OFCL,0,2011-07-21 12:00:00,39.4,-48.4,0.0,0.0,0.0
110,3,2011-07-22 00:00:00,42.6,-43.7,995,28.2944,46,TS,2011-07-21 12:00:00,OFCL,12,2011-07-22 00:00:00,42.7,-43.6,14.8362,-5.21273,15.7253
111,3,2011-07-22 12:00:00,45.1,-38.6,999,23.15,46,TS,2011-07-21 12:00:00,OFCL,24,2011-07-22 12:00:00,45.9,-38.4,61.4843,-68.0251,91.6937
112,3,2011-07-21 18:00:00,41.3,-46.1,994,30.8667,46,TS,2011-07-21 18:00:00,OFCL,0,2011-07-21 18:00:00,41.4,-46.2,-4.48125,-15.0733,15.7253
113,3,2011-07-22 06:00:00,43.8,-41.2,997,25.7222,46,TS,2011-07-21 18:00:00,OFCL,12,2011-07-22 06:00:00,44.5,-41.4,14.9184,-79.5646,80.9511
114,3,2011-07-22 18:00:00,46.7,-35.6,1001,20.5778,46,TS,2011-07-21 18:00:00,OFCL,24,2011-07-22 18:00:00,47.9,-36.1,8.28743,-144.316,144.553
115,3,2011-07-22 00:00:00,42.6,-43.7,995,28.2944,46,TS,2011-07-22 00:00:00,OFCL,0,2011-07-22 00:00:00,42.7,-44.0,-25.2617,-24.4597,35.1629
116,3,2011-07-22 12:00:00,45.1,-38.6,999,23.15,46,TS,2011-07-22 00:00:00,OFCL,12,2011-07-22 12:00:00,45.9,-39.1,-7.19497,-104.654,104.901
117,3,2011-07-22 06:00:00,43.8,-41.2,997,25.7222,46,TS,2011-07-22 06:00:00,OFCL,0,2011-07-22 06:00:00,43.7,-41.2,-4.97279,9.94558,11.1195
118,3,2011-07-22 18:00:00,46.7,-35.6,1001,20.5778,46,TS,2011-07-22 06:00:00,OFCL,12,2011-07-22 18:00:00,46.7,-35.8,-20.0041,-9.7163,22.239
119,3,2011-07-22 12:00:00,45.1,-38.6,999,23.15,46,TS,2011-07-22 12:00:00,OFCL,0,2011-07-22 12:00:00,44.9,-38.4,9.15723,30.088,31.4507
120,3,2011-07-22 18:00:00,46.7,-35.6,1001,20.5778,46,TS,2011-07-22 18:00:00,OFCL,0,2011-07-22 18:00:00,46.3,-35.7,-29.4347,35.1501,45.8468
121,4,2011-07-27 18:00:00,22.0,-86.7,1003,18.0056,46,TS,2011-07-27 18:00:00,OFCL,0,2011-07-27 18:00:00,22.1,-86.8,14.6006,5.84024,15.7253
122,4,2011-07-28 06:00:00,22.9,-88.4,1000,18.0056,27,TS,2011-07-27 18:00:00,OFCL,12,2011-07-28 06:00:00,23.1,-88.7,40.0585,-1.63504,40.0919
123,4,2011-07-28 18:00:00,24.2,-90.7,1004,20.5778,37,TS,2011-07-27 18:00:00,OFCL,24,2011-07-28 18:00:00,24.5,-90.9,31.6466,24.614,40.0919
124,4,2011-07-29 06:00:00,25.1,-93.1,1000,23.15,37,TS,2011-07-27 18:00:00,OFCL,36,2011-07-29 06:00:00,25.8,-92.8,10.4052,84.0419,84.6835
125,4,2011-07-29 18:00:00,26.4,-95.5,1004,23.15,46,TS,2011-07-27 18:00:00,OFCL,48,2011-07-29 18:00:00,27.1,-94.8,-40.8817,102.204,110.077
126,4,2011-07-28 00:00:00,22.3,-87.4,1000,18.0056,46,TS,2011-07-28 00:00:00,OFCL,0,2011-07-28 00:00:00,22.5,-87.6,30.5116,7.62791,31.4507
127,4,2011-07-28 12:00:00,23.7,-89.5,1001,20.5778,27,TS,2011-07-28 00:00:00,OFCL,12,2011-07-28 12:00:00,23.6,-89.5,-4.27673,-10.2641,11.1195
128,4,2011-07-29 00:00:00,24.6,-91.9,997,23.15,37,TS,2011-07-28 00:00:00,OFCL,24,2011-07-29 00:00:00,25.0,-91.5,-23.9497,58.1635,62.9013
129,4,2011-07-29 12:00:00,25.8,-94.3,1002,23.15,37,TS,2011-07-28 00:00:00,OFCL,36,2011-07-29 12:00:00,26.2,-93.6,-49.7279,74.5918,89.6482
130,4,2011-07-30 00:00:00,27.0,-96.9,1006,18.0056,46,TS,2011-07-28 00:00:00,OFCL,48,2011-07-30 00:00:00,27.5,-96.0,-52.4279,101.772,114.482
131,4,2011-07-28 06:00:00,22.9,-88.4,1000,18.0056,27,TS,2011-07-28 06:00:00,OFCL,0,2011-07-28 06:00:00,22.8,-88.3,-15.5329,-2.45256,15.7253
132,4,2011-07-28 18:00:00,24.2,-90.7,1004,20.5778,37,TS,2011-07-28 06:00:00,OFCL,12,2011-07-28 18:00:00,23.9,-90.3,-52.7444,-17.5815,55.5975
133,4,2011-07-29 06:00:00,25.1,-93.1,1000,23.15,37,TS,2011-07-28 06:00:00,OFCL,24,2011-07-29 06:00:00,25.1,-92.5,-57.6287,33.6167,66.717
134,4,2011-07-29 18:00:00,26.4,-95.5,1004,23.15,46,TS,2011-07-28 06:00:00,OFCL,36,2011-07-29 18:00:00,26.3,-94.7,-86.1436,24.821,89.6482
135,4,2011-07-28 12:00:00,23.7,-89.5,1001,20.5778,27,TS,2011-07-28 12:00:00,OFCL,0,2011-07-28 12:00:00,23.7,-89.5,0.0,0.0,0.0
136,4,2011-07-29 00:00:00,24.6,-91.9,997,23.15,37,TS,2011-07-28 12:00:00,OFCL,12,2011-07-29 00:00:00,24.9,-91.5,-28.2264,47.8994,55.5975
137,4,2011-07-29 12:00:00,25.8,-94.3,1002,23.15,37,TS,2011-07-28 12:00:00,OFCL,24,2011-07-29 12:00:00,26.1,-93.8,-34.8095,54.7007,64.8372
138,4,2011-07-30 00:00:00,27.0,-96.9,1006,18.0056,46,TS,2011-07-28 12:00:00,OFCL,36,2011-07-30 00:00:00,27.3,-96.0,-64.7638,83.2678,105.489
139,4,2011-07-28 18:00:00,24.2,-90.7,1004,20.5778,37,TS,2011-07-28 18:00:00,OFCL,0,2011-07-28 18:00:00,24.5,-90.7,10.5489,31.6466,33.3585
140,4,2011-07-29 06:00:00,25.1,-93.1,1000,23.15,37,TS,2011-07-28 18:00:00,OFCL,12,2011-07-29 06:00:00,25.8,-93.1,39.2195,67.2335,77.8364
141,4,2011-07-29 18:00:00,26.4,-95.5,1004,23.15,46,TS,2011-07-28 18:00:00,OFCL,24,2011-07-29 18:00:00,26.8,-95.2,-13.1405,54.0223,55.5975
142,4,2011-07-29 00:00:00,24.6,-91.9,997,23.15,37,TS,2011-07-29 00:00:00,OFCL,0,2011-07-29 00:00:00,24.6,-91.9,0.0,0.0,0.0
143,4,2011-07-29 12:00:00,25.8,-94.3,1002,23.15,37,TS,2011-07-29 00:00:00,OFCL,12,2011-07-29 12:00:00,25.5,-94.3,-14.9184,-29.8367,33.3585
144,4,2011-07-30 00:00:00,27.0,-96.9,1006,18.0056,46,TS,2011-07-29 00:00:00,OFCL,24,2011-07-30 00:00:00,26.6,-96.6,-52.4279,-18.504,55.5975
